Datapoint,Date/Time,inctemp,
10244,9/22/2017 0:00,29.29,
10245,9/22/2017 0:00,29.29,
10246,9/22/2017 0:01,29.29,
10247,9/22/2017 0:01,29.315,
10248,9/22/2017 0:02,29.315,
10249,9/22/2017 0:02,29.315,
10250,9/22/2017 0:03,29.315,
10251,9/22/2017 0:03,29.34,
10252,9/22/2017 0:04,29.34,
10253,9/22/2017 0:04,29.34,
10254,9/22/2017 0:05,29.34,
10255,9/22/2017 0:05,29.34,
10256,9/22/2017 0:06,29.34,
10257,9/22/2017 0:06,29.34,
10258,9/22/2017 0:07,29.34,
10259,9/22/2017 0:07,29.34,
10260,9/22/2017 0:08,29.34,
10261,9/22/2017 0:08,29.34,
10262,9/22/2017 0:09,29.315,
10263,9/22/2017 0:09,29.315,
10264,9/22/2017 0:10,29.315,
10265,9/22/2017 0:10,29.315,
10266,9/22/2017 0:11,29.315,
10267,9/22/2017 0:11,29.315,
10268,9/22/2017 0:12,29.315,
10269,9/22/2017 0:12,29.315,
10270,9/22/2017 0:13,29.315,
10271,9/22/2017 0:13,29.315,
10272,9/22/2017 0:14,29.315,
10273,9/22/2017 0:14,29.315,
10274,9/22/2017 0:15,29.315,
10275,9/22/2017 0:15,29.315,
10276,9/22/2017 0:16,29.315,
10277,9/22/2017 0:16,29.315,
10278,9/22/2017 0:17,29.315,
10279,9/22/2017 0:17,29.315,
10280,9/22/2017 0:18,29.315,
10281,9/22/2017 0:18,29.315,
10282,9/22/2017 0:19,29.315,
10283,9/22/2017 0:19,29.315,
10284,9/22/2017 0:20,29.34,
10285,9/22/2017 0:20,29.34,
10286,9/22/2017 0:21,29.34,
10287,9/22/2017 0:21,29.34,
10288,9/22/2017 0:22,29.365,
10289,9/22/2017 0:22,29.365,
10290,9/22/2017 0:23,29.365,
10291,9/22/2017 0:23,29.389,
10292,9/22/2017 0:24,29.389,
10293,9/22/2017 0:24,29.389,
10294,9/22/2017 0:25,29.389,
10295,9/22/2017 0:25,29.389,
10296,9/22/2017 0:26,29.414,
10297,9/22/2017 0:26,29.414,
10298,9/22/2017 0:27,29.439,
10299,9/22/2017 0:27,29.439,
10300,9/22/2017 0:28,29.439,
10301,9/22/2017 0:28,29.464,
10302,9/22/2017 0:29,29.464,
10303,9/22/2017 0:29,29.464,
10304,9/22/2017 0:30,29.464,
10305,9/22/2017 0:30,29.464,
10306,9/22/2017 0:31,29.464,
10307,9/22/2017 0:31,29.464,
10308,9/22/2017 0:32,29.439,
10309,9/22/2017 0:32,29.414,
10310,9/22/2017 0:33,29.389,
10311,9/22/2017 0:33,29.389,
10312,9/22/2017 0:34,29.34,
10313,9/22/2017 0:34,29.315,
10314,9/22/2017 0:35,29.29,
10315,9/22/2017 0:35,29.265,
10316,9/22/2017 0:36,29.24,
10317,9/22/2017 0:36,29.24,
10318,9/22/2017 0:37,29.215,
10319,9/22/2017 0:37,29.19,
10320,9/22/2017 0:38,29.165,
10321,9/22/2017 0:38,29.165,
10322,9/22/2017 0:39,29.14,
10323,9/22/2017 0:39,29.14,
10324,9/22/2017 0:40,29.14,
10325,9/22/2017 0:40,29.115,
10326,9/22/2017 0:41,29.115,
10327,9/22/2017 0:41,29.09,
10328,9/22/2017 0:42,29.09,
10329,9/22/2017 0:42,29.09,
10330,9/22/2017 0:43,29.09,
10331,9/22/2017 0:43,29.09,
10332,9/22/2017 0:44,29.09,
10333,9/22/2017 0:44,29.065,
10334,9/22/2017 0:45,29.065,
10335,9/22/2017 0:45,29.065,
10336,9/22/2017 0:46,29.065,
10337,9/22/2017 0:46,29.065,
10338,9/22/2017 0:47,29.065,
10339,9/22/2017 0:47,29.04,
10340,9/22/2017 0:48,29.04,
10341,9/22/2017 0:48,29.04,
10342,9/22/2017 0:49,29.04,
10343,9/22/2017 0:49,29.04,
10344,9/22/2017 0:50,29.04,
10345,9/22/2017 0:50,29.04,
10346,9/22/2017 0:51,29.04,
10347,9/22/2017 0:51,29.04,
10348,9/22/2017 0:52,29.04,
10349,9/22/2017 0:52,29.04,
10350,9/22/2017 0:53,29.04,
10351,9/22/2017 0:53,29.04,
10352,9/22/2017 0:54,29.04,
10353,9/22/2017 0:54,29.04,
10354,9/22/2017 0:55,29.04,
10355,9/22/2017 0:55,29.04,
10356,9/22/2017 0:56,29.015,
10357,9/22/2017 0:56,29.015,
10358,9/22/2017 0:57,28.99,
10359,9/22/2017 0:57,28.99,
10360,9/22/2017 0:58,28.99,
10361,9/22/2017 0:58,28.99,
10362,9/22/2017 0:59,29.015,
10363,9/22/2017 0:59,29.015,
10364,9/22/2017 1:00,29.04,
10365,9/22/2017 1:00,29.065,
10366,9/22/2017 1:01,29.09,
10367,9/22/2017 1:01,29.115,
10368,9/22/2017 1:02,29.14,
10369,9/22/2017 1:02,29.19,
10370,9/22/2017 1:03,29.215,
10371,9/22/2017 1:03,29.215,
10372,9/22/2017 1:04,29.24,
10373,9/22/2017 1:04,29.265,
10374,9/22/2017 1:05,29.29,
10375,9/22/2017 1:05,29.315,
10376,9/22/2017 1:06,29.315,
10377,9/22/2017 1:06,29.315,
10378,9/22/2017 1:07,29.265,
10379,9/22/2017 1:07,29.215,
10380,9/22/2017 1:08,29.19,
10381,9/22/2017 1:08,29.14,
10382,9/22/2017 1:09,29.115,
10383,9/22/2017 1:09,29.09,
10384,9/22/2017 1:10,29.09,
10385,9/22/2017 1:10,29.065,
10386,9/22/2017 1:11,29.04,
10387,9/22/2017 1:11,29.04,
10388,9/22/2017 1:12,29.015,
10389,9/22/2017 1:12,29.015,
10390,9/22/2017 1:13,29.015,
10391,9/22/2017 1:13,28.99,
10392,9/22/2017 1:14,28.99,
10393,9/22/2017 1:14,28.99,
10394,9/22/2017 1:15,28.99,
10395,9/22/2017 1:15,28.99,
10396,9/22/2017 1:16,28.99,
10397,9/22/2017 1:16,28.99,
10398,9/22/2017 1:17,28.965,
10399,9/22/2017 1:17,28.965,
10400,9/22/2017 1:18,28.941,
10401,9/22/2017 1:18,28.941,
10402,9/22/2017 1:19,28.941,
10403,9/22/2017 1:19,28.916,
10404,9/22/2017 1:20,28.916,
10405,9/22/2017 1:20,28.916,
10406,9/22/2017 1:21,28.916,
10407,9/22/2017 1:21,28.891,
10408,9/22/2017 1:22,28.891,
10409,9/22/2017 1:22,28.891,
10410,9/22/2017 1:23,28.891,
10411,9/22/2017 1:23,28.866,
10412,9/22/2017 1:24,28.866,
10413,9/22/2017 1:24,28.841,
10414,9/22/2017 1:25,28.841,
10415,9/22/2017 1:25,28.841,
10416,9/22/2017 1:26,28.841,
10417,9/22/2017 1:26,28.816,
10418,9/22/2017 1:27,28.841,
10419,9/22/2017 1:27,28.841,
10420,9/22/2017 1:28,28.841,
10421,9/22/2017 1:28,28.866,
10422,9/22/2017 1:29,28.841,
10423,9/22/2017 1:29,28.841,
10424,9/22/2017 1:30,28.841,
10425,9/22/2017 1:30,28.841,
10426,9/22/2017 1:31,28.816,
10427,9/22/2017 1:31,28.816,
10428,9/22/2017 1:32,28.816,
10429,9/22/2017 1:32,28.841,
10430,9/22/2017 1:33,28.816,
10431,9/22/2017 1:33,28.791,
10432,9/22/2017 1:34,28.766,
10433,9/22/2017 1:34,28.742,
10434,9/22/2017 1:35,28.717,
10435,9/22/2017 1:35,28.692,
10436,9/22/2017 1:36,28.667,
10437,9/22/2017 1:36,28.642,
10438,9/22/2017 1:37,28.642,
10439,9/22/2017 1:37,28.617,
10440,9/22/2017 1:38,28.593,
10441,9/22/2017 1:38,28.568,
10442,9/22/2017 1:39,28.543,
10443,9/22/2017 1:39,28.543,
10444,9/22/2017 1:40,28.518,
10445,9/22/2017 1:40,28.493,
10446,9/22/2017 1:41,28.493,
10447,9/22/2017 1:41,28.468,
10448,9/22/2017 1:42,28.444,
10449,9/22/2017 1:42,28.444,
10450,9/22/2017 1:43,28.444,
10451,9/22/2017 1:43,28.419,
10452,9/22/2017 1:44,28.419,
10453,9/22/2017 1:44,28.394,
10454,9/22/2017 1:45,28.394,
10455,9/22/2017 1:45,28.369,
10456,9/22/2017 1:46,28.369,
10457,9/22/2017 1:46,28.345,
10458,9/22/2017 1:47,28.345,
10459,9/22/2017 1:47,28.345,
10460,9/22/2017 1:48,28.32,
10461,9/22/2017 1:48,28.32,
10462,9/22/2017 1:49,28.295,
10463,9/22/2017 1:49,28.295,
10464,9/22/2017 1:50,28.295,
10465,9/22/2017 1:50,28.295,
10466,9/22/2017 1:51,28.27,
10467,9/22/2017 1:51,28.27,
10468,9/22/2017 1:52,28.27,
10469,9/22/2017 1:52,28.27,
10470,9/22/2017 1:53,28.245,
10471,9/22/2017 1:53,28.245,
10472,9/22/2017 1:54,28.245,
10473,9/22/2017 1:54,28.245,
10474,9/22/2017 1:55,28.245,
10475,9/22/2017 1:55,28.221,
10476,9/22/2017 1:56,28.245,
10477,9/22/2017 1:56,28.295,
10478,9/22/2017 1:57,28.295,
10479,9/22/2017 1:57,28.345,
10480,9/22/2017 1:58,28.345,
10481,9/22/2017 1:58,28.345,
10482,9/22/2017 1:59,28.369,
10483,9/22/2017 1:59,28.419,
10484,9/22/2017 2:00,28.444,
10485,9/22/2017 2:00,28.493,
10486,9/22/2017 2:01,28.543,
10487,9/22/2017 2:01,28.568,
10488,9/22/2017 2:02,28.617,
10489,9/22/2017 2:02,28.642,
10490,9/22/2017 2:03,28.692,
10491,9/22/2017 2:03,28.742,
10492,9/22/2017 2:04,28.766,
10493,9/22/2017 2:04,28.791,
10494,9/22/2017 2:05,28.841,
10495,9/22/2017 2:05,28.841,
10496,9/22/2017 2:06,28.891,
10497,9/22/2017 2:06,28.891,
10498,9/22/2017 2:07,28.916,
10499,9/22/2017 2:07,28.941,
10500,9/22/2017 2:08,28.965,
10501,9/22/2017 2:08,28.99,
10502,9/22/2017 2:09,28.99,
10503,9/22/2017 2:09,28.99,
10504,9/22/2017 2:10,29.015,
10505,9/22/2017 2:10,29.04,
10506,9/22/2017 2:11,29.04,
10507,9/22/2017 2:11,29.04,
10508,9/22/2017 2:12,29.065,
10509,9/22/2017 2:12,29.065,
10510,9/22/2017 2:13,29.09,
10511,9/22/2017 2:13,29.09,
10512,9/22/2017 2:14,29.09,
10513,9/22/2017 2:14,29.09,
10514,9/22/2017 2:15,29.09,
10515,9/22/2017 2:15,29.09,
10516,9/22/2017 2:16,29.065,
10517,9/22/2017 2:16,29.065,
10518,9/22/2017 2:17,29.04,
10519,9/22/2017 2:17,29.04,
10520,9/22/2017 2:18,29.04,
10521,9/22/2017 2:18,29.04,
10522,9/22/2017 2:19,29.015,
10523,9/22/2017 2:19,29.015,
10524,9/22/2017 2:20,28.99,
10525,9/22/2017 2:20,28.99,
10526,9/22/2017 2:21,28.99,
10527,9/22/2017 2:21,29.015,
10528,9/22/2017 2:22,28.99,
10529,9/22/2017 2:22,28.99,
10530,9/22/2017 2:23,28.99,
10531,9/22/2017 2:23,28.99,
10532,9/22/2017 2:24,28.99,
10533,9/22/2017 2:24,29.015,
10534,9/22/2017 2:25,29.015,
10535,9/22/2017 2:25,29.04,
10536,9/22/2017 2:26,29.04,
10537,9/22/2017 2:26,29.065,
10538,9/22/2017 2:27,29.09,
10539,9/22/2017 2:27,29.09,
10540,9/22/2017 2:28,29.09,
10541,9/22/2017 2:28,29.115,
10542,9/22/2017 2:29,29.115,
10543,9/22/2017 2:29,29.115,
10544,9/22/2017 2:30,29.14,
10545,9/22/2017 2:30,29.14,
10546,9/22/2017 2:31,29.115,
10547,9/22/2017 2:31,29.115,
10548,9/22/2017 2:32,29.09,
10549,9/22/2017 2:32,29.09,
10550,9/22/2017 2:33,29.09,
10551,9/22/2017 2:33,29.09,
10552,9/22/2017 2:34,29.09,
10553,9/22/2017 2:34,29.09,
10554,9/22/2017 2:35,29.065,
10555,9/22/2017 2:35,29.065,
10556,9/22/2017 2:36,29.065,
10557,9/22/2017 2:36,29.065,
10558,9/22/2017 2:37,29.065,
10559,9/22/2017 2:37,29.065,
10560,9/22/2017 2:38,29.065,
10561,9/22/2017 2:38,29.065,
10562,9/22/2017 2:39,29.09,
10563,9/22/2017 2:39,29.09,
10564,9/22/2017 2:40,29.09,
10565,9/22/2017 2:40,29.09,
10566,9/22/2017 2:41,29.09,
10567,9/22/2017 2:41,29.09,
10568,9/22/2017 2:42,29.09,
10569,9/22/2017 2:42,29.09,
10570,9/22/2017 2:43,29.115,
10571,9/22/2017 2:43,29.115,
10572,9/22/2017 2:44,29.115,
10573,9/22/2017 2:44,29.14,
10574,9/22/2017 2:45,29.14,
10575,9/22/2017 2:45,29.115,
10576,9/22/2017 2:46,29.09,
10577,9/22/2017 2:46,29.065,
10578,9/22/2017 2:47,29.04,
10579,9/22/2017 2:47,29.04,
10580,9/22/2017 2:48,29.015,
10581,9/22/2017 2:48,28.99,
10582,9/22/2017 2:49,28.99,
10583,9/22/2017 2:49,28.941,
10584,9/22/2017 2:50,28.941,
10585,9/22/2017 2:50,28.916,
10586,9/22/2017 2:51,28.891,
10587,9/22/2017 2:51,28.891,
10588,9/22/2017 2:52,28.866,
10589,9/22/2017 2:52,28.866,
10590,9/22/2017 2:53,28.866,
10591,9/22/2017 2:53,28.866,
10592,9/22/2017 2:54,28.841,
10593,9/22/2017 2:54,28.841,
10594,9/22/2017 2:55,28.841,
10595,9/22/2017 2:55,28.841,
10596,9/22/2017 2:56,28.841,
10597,9/22/2017 2:56,28.841,
10598,9/22/2017 2:57,28.841,
10599,9/22/2017 2:57,28.841,
10600,9/22/2017 2:58,28.841,
10601,9/22/2017 2:58,28.841,
10602,9/22/2017 2:59,28.841,
10603,9/22/2017 2:59,28.841,
10604,9/22/2017 3:00,28.841,
10605,9/22/2017 3:00,28.841,
10606,9/22/2017 3:01,28.866,
10607,9/22/2017 3:01,28.866,
10608,9/22/2017 3:02,28.891,
10609,9/22/2017 3:02,28.891,
10610,9/22/2017 3:03,28.916,
10611,9/22/2017 3:03,28.916,
10612,9/22/2017 3:04,28.941,
10613,9/22/2017 3:04,28.941,
10614,9/22/2017 3:05,28.941,
10615,9/22/2017 3:05,28.941,
10616,9/22/2017 3:06,28.941,
10617,9/22/2017 3:06,28.941,
10618,9/22/2017 3:07,28.941,
10619,9/22/2017 3:07,28.941,
10620,9/22/2017 3:08,28.941,
10621,9/22/2017 3:08,28.916,
10622,9/22/2017 3:09,28.916,
10623,9/22/2017 3:09,28.916,
10624,9/22/2017 3:10,28.941,
10625,9/22/2017 3:10,28.941,
10626,9/22/2017 3:11,28.965,
10627,9/22/2017 3:11,28.965,
10628,9/22/2017 3:12,28.965,
10629,9/22/2017 3:12,28.99,
10630,9/22/2017 3:13,28.99,
10631,9/22/2017 3:13,28.99,
10632,9/22/2017 3:14,29.015,
10633,9/22/2017 3:14,29.015,
10634,9/22/2017 3:15,29.04,
10635,9/22/2017 3:15,29.04,
10636,9/22/2017 3:16,29.04,
10637,9/22/2017 3:16,29.04,
10638,9/22/2017 3:17,29.04,
10639,9/22/2017 3:17,29.04,
10640,9/22/2017 3:18,29.04,
10641,9/22/2017 3:18,29.015,
10642,9/22/2017 3:19,29.015,
10643,9/22/2017 3:19,29.015,
10644,9/22/2017 3:20,29.015,
10645,9/22/2017 3:20,28.99,
10646,9/22/2017 3:21,28.99,
10647,9/22/2017 3:21,28.99,
10648,9/22/2017 3:22,28.99,
10649,9/22/2017 3:22,28.965,
10650,9/22/2017 3:23,28.965,
10651,9/22/2017 3:23,28.965,
10652,9/22/2017 3:24,28.965,
10653,9/22/2017 3:24,28.941,
10654,9/22/2017 3:25,28.941,
10655,9/22/2017 3:25,28.941,
10656,9/22/2017 3:26,28.941,
10657,9/22/2017 3:26,28.941,
10658,9/22/2017 3:27,28.916,
10659,9/22/2017 3:27,28.916,
10660,9/22/2017 3:28,28.916,
10661,9/22/2017 3:28,28.916,
10662,9/22/2017 3:29,28.916,
10663,9/22/2017 3:29,28.916,
10664,9/22/2017 3:30,28.916,
10665,9/22/2017 3:30,28.941,
10666,9/22/2017 3:31,28.941,
10667,9/22/2017 3:31,28.965,
10668,9/22/2017 3:32,28.99,
10669,9/22/2017 3:32,28.99,
10670,9/22/2017 3:33,29.015,
10671,9/22/2017 3:33,29.015,
10672,9/22/2017 3:34,29.04,
10673,9/22/2017 3:34,29.04,
10674,9/22/2017 3:35,29.04,
10675,9/22/2017 3:35,29.04,
10676,9/22/2017 3:36,29.065,
10677,9/22/2017 3:36,29.065,
10678,9/22/2017 3:37,29.065,
10679,9/22/2017 3:37,29.09,
10680,9/22/2017 3:38,29.09,
10681,9/22/2017 3:38,29.09,
10682,9/22/2017 3:39,29.09,
10683,9/22/2017 3:39,29.09,
