CanaryCtrlB68-1.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),
1 (Full),09/22/2017,60,12.25,13.06,-1.239,1.352,28.253,735.0,67,9.33,7.11,1.048,1.347,28.511,625.0,30.5,113.0,13,27.843,1.873,28.394,22.561,31.459,29.003,0.473,29.04,26.965,30.167,28.375,1.528,28.891,22.561,31.459,
2 (Full),09/23/2017,79,8.42,8.36,-0.931,0.768,28.919,665.5,85,7.88,4.66,0.813,0.818,29.133,669.5,179.5,0.0,13,29.265,0.759,29.24,26.72,31.535,28.739,0.748,28.593,27.259,30.646,29.024,0.798,29.04,26.72,31.535,
3 (Full),09/24/2017,72,9.88,11.71,-0.915,0.861,28.603,711.0,81,7.91,4.82,0.764,0.761,28.746,641.0,16.0,3.5,17,28.674,0.622,28.667,26.475,30.419,28.673,0.659,28.617,25.647,30.394,28.673,0.639,28.642,25.647,30.419,
4 (Full),09/25/2017,79,8.63,9.11,-0.845,0.776,29.149,681.5,81,8.23,5.82,0.785,0.765,29.185,667.0,209.5,0.0,11,28.793,0.6,28.841,26.426,30.243,29.6,0.679,29.426,27.21,31.052,29.163,0.754,29.115,26.426,31.052,
5 (Full),09/26/2017,79,9.05,9.43,-0.918,0.926,28.646,715.0,84,7.46,4.5,0.782,0.86,28.637,626.5,204.5,4.5,10,28.362,0.747,28.345,25.404,30.824,28.977,1.125,28.617,26.598,30.95,28.644,0.988,28.444,25.404,30.95,
6 (Full),09/27/2017,77,9.52,11.24,-0.978,0.859,28.119,733.0,89,6.83,4.93,0.784,0.955,28.296,608.0,31.0,1.5,22,28.299,0.781,28.27,25.841,30.318,28.081,0.697,28.072,26.109,30.95,28.199,0.751,28.147,25.841,30.95,
7 (Full),09/28/2017,78,9.36,8.64,-0.996,0.909,28.018,730.0,87,6.74,3.8,0.814,0.83,28.115,586.5,0.0,14.0,17,27.965,0.737,28.097,25.21,29.54,28.183,0.357,28.171,27.063,29.09,28.065,0.604,28.147,25.21,29.54,
8 (Full),09/29/2017,78,9.73,10.66,-1.08,0.867,27.684,759.0,86,6.98,4.39,0.893,0.751,27.74,600.5,0.0,10.0,19,27.621,0.679,27.628,25.234,29.414,27.822,0.406,27.85,26.304,29.29,27.713,0.579,27.776,25.234,29.414,
9 (Full),09/30/2017,86,7.62,7.23,-1.289,1.121,28.138,655.5,101,6.33,3.86,1.054,1.105,28.333,639.5,84.5,17.5,20,28.062,0.903,28.097,24.798,30.444,28.407,1.111,27.998,26.867,30.293,28.22,1.018,28.048,24.798,30.444,
10 (Partial),10/01/2017,53,8.23,8.8,-1.035,1.284,26.781,436.0,54,7.17,4.8,0.95,1.13,27.0,387.0,0.0,98.5,10,26.492,1.427,26.842,20.984,28.369,27.347,0.62,27.518,25.89,28.468,26.895,1.2,27.063,20.984,28.468,
--,ALL DATA,741,9.21,9.88,-1.02,0.976,28.277,6821.5,815,7.42,4.92,0.866,0.939,28.438,6050.5,755.5,262.5,152,28.205,1.167,28.32,20.984,31.535,28.526,0.942,28.419,25.647,31.052,28.352,1.082,28.369,20.984,31.535,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp,
,on,02:31,02:36,13426,13436,5.0,0.27500000000000213,29.24,29.515,29.417,
,off,02:37,02:56,13437,13475,19.0,-0.6490000000000009,29.54,28.891,29.207,
,on,02:56,03:06,13476,13496,10.0,0.4740000000000002,28.891,29.365,29.163,
,off,03:07,03:09,13497,13501,2.0,-0.125,29.365,29.24,29.32,
,on,03:09,03:23,13502,13530,14.0,1.1030000000000015,29.215,30.318,30.015,
,off,03:24,03:28,13531,13539,4.0,-0.05000000000000071,30.318,30.268,30.293,
,on,03:28,03:41,13540,13566,13.0,0.3030000000000008,30.268,30.571,30.429,
,off,03:42,03:50,13567,13584,8.5,-0.4540000000000006,30.571,30.117,30.363,
,on,03:51,03:54,13585,13592,3.5,0.07499999999999929,30.117,30.192,30.164,
,off,03:55,04:31,13593,13666,36.5,-2.785,30.192,27.407,28.736,
,on,04:32,04:43,13667,13689,11.0,0.46799999999999997,27.431,27.899,27.714,
,off,04:43,05:01,13690,13725,17.5,-0.6400000000000006,27.899,27.259,27.663,
,on,05:01,05:14,13726,13751,12.5,0.9860000000000007,27.259,28.245,27.825,
,off,05:14,05:24,13752,13771,9.5,-0.6910000000000025,28.245,27.554,27.901,
,on,05:24,05:34,13772,13791,9.5,0.6660000000000004,27.579,28.245,27.929,
,off,05:34,06:06,13792,13856,32.0,-0.9370000000000012,28.245,27.308,27.659,
,on,06:07,06:18,13857,13880,11.5,1.0859999999999985,27.308,28.394,27.895,
,on,06:19,06:24,13882,13891,4.5,0.0990000000000002,28.444,28.543,28.501,
,off,06:24,06:29,13892,13901,4.5,-0.02499999999999858,28.543,28.518,28.536,
,on,06:29,06:35,13902,13913,5.5,0.07499999999999929,28.518,28.593,28.564,
,off,06:35,06:38,13914,13920,3.0,-0.2480000000000011,28.617,28.369,28.5,
,on,06:39,06:45,13921,13934,6.5,0.6960000000000015,28.394,29.09,28.733,
,off,06:46,06:49,13935,13942,3.5,-1.2159999999999975,29.115,27.899,28.435,
,on,06:50,06:58,13943,13959,8.0,1.166999999999998,27.998,29.165,28.676,
,off,06:58,07:01,13960,13965,2.5,-0.647000000000002,29.14,28.493,28.829,
,on,07:01,07:24,13966,14012,23.0,2.1050000000000004,28.617,30.722,30.102,
,off,07:25,07:30,14013,14023,5.0,-2.6990000000000016,30.722,28.023,29.33,
,on,07:30,07:35,14024,14033,4.5,1.093,28.072,29.165,28.655,
,off,07:35,07:43,14034,14049,7.5,-2.495000000000001,29.215,26.72,27.868,
,on,07:43,07:51,14050,14066,8.0,4.059000000000001,26.891,30.95,29.484,
,off,07:52,08:02,14067,14087,10.0,-2.3069999999999986,30.9,28.593,30.136,
,on,08:02,08:04,14088,14092,2.0,0.19900000000000162,28.642,28.841,28.801,
,on,08:07,08:12,14097,14108,5.5,0.3739999999999988,28.791,29.165,29.015,
,off,08:13,08:16,14109,14116,3.5,-0.7960000000000029,29.19,28.394,28.736,
,on,08:17,08:24,14117,14132,7.5,0.9450000000000003,28.444,29.389,29.002,
,off,08:25,08:31,14133,14146,6.5,-1.860000000000003,29.414,27.554,28.591,
,on,08:32,08:45,14147,14174,13.5,1.2629999999999981,27.628,28.891,28.426,
,off,08:46,08:48,14175,14179,2.0,-0.14999999999999858,28.941,28.791,28.826,
,on,08:48,08:55,14180,14193,6.5,0.7240000000000002,28.841,29.565,29.206,
,off,08:55,09:00,14194,14203,4.5,-1.764999999999997,29.615,27.85,28.619,
,on,09:00,09:04,14204,14212,4.0,0.46999999999999886,27.974,28.444,28.29,
,on,09:05,09:12,14214,14227,6.5,0.5210000000000008,28.444,28.965,28.733,
,off,09:12,09:17,14228,14237,4.5,-1.533999999999999,28.99,27.456,28.237,
,on,09:17,09:31,14238,14265,13.5,2.735999999999997,27.481,30.217,29.232,
,off,09:31,09:34,14266,14272,3.0,-1.5509999999999984,30.243,28.692,29.427,
,on,09:35,09:48,14273,14300,13.5,2.6690000000000005,28.841,31.51,30.722,
,off,09:49,10:00,14301,14323,11.0,-1.9699999999999989,31.535,29.565,30.644,
,off,10:02,10:06,14328,14335,3.5,-0.875,29.84,28.965,29.421,
,on,10:06,10:08,14336,14340,2.0,0.05000000000000071,29.04,29.09,29.075,
,on,10:11,10:15,14345,14354,4.5,0.375,29.115,29.49,29.275,
,off,10:16,10:21,14355,14365,5.0,-1.3929999999999971,29.49,28.097,28.967,
,on,10:21,10:29,14366,14382,8.0,1.2929999999999993,28.171,29.464,29.116,
,off,10:30,10:35,14383,14393,5.0,-0.04999999999999716,29.464,29.414,29.444,
,on,10:35,10:41,14394,14405,5.5,0.17599999999999838,29.414,29.59,29.517,
,off,10:41,10:49,14406,14422,8.0,-1.7399999999999984,29.59,27.85,28.84,
,on,10:50,10:56,14423,14435,6.0,1.2659999999999982,27.949,29.215,28.742,
,off,10:56,11:00,14436,14443,3.5,-0.4980000000000011,29.215,28.717,29.059,
,on,11:00,11:03,14444,14450,3.0,0.597999999999999,28.791,29.389,29.169,
,off,11:04,11:08,14451,14459,4.0,-0.9710000000000001,29.365,28.394,28.944,
,on,11:08,11:16,14460,14476,8.0,1.2970000000000006,28.493,29.79,29.345,
,off,11:17,11:20,14477,14484,3.5,-1.2469999999999999,29.815,28.568,29.185,
,on,11:21,11:24,14485,14491,3.0,0.6479999999999997,28.692,29.34,29.144,
,off,11:24,11:38,14492,14520,14.0,-1.564,29.315,27.751,28.507,
,on,11:39,11:49,14521,14541,10.0,1.2650000000000006,27.875,29.14,28.642,
,off,11:49,11:52,14542,14547,2.5,-0.671999999999997,29.24,28.568,28.833,
,on,11:52,12:01,14548,14566,9.0,0.597999999999999,28.692,29.29,29.115,
,off,12:02,12:06,14567,14576,4.5,-1.068999999999999,29.29,28.221,28.984,
,on,12:07,12:11,14577,14586,4.5,1.8230000000000004,28.369,30.192,29.434,
,off,12:12,12:14,14587,14591,2.0,-0.277000000000001,30.142,29.865,29.966,
,on,12:14,12:17,14592,14598,3.0,0.125,29.916,30.041,29.987,
,off,12:18,12:29,14599,14622,11.5,-2.5599999999999987,30.041,27.481,28.979,
,on,12:30,12:39,14623,14642,9.5,1.561,27.604,29.165,28.633,
,off,12:40,12:42,14643,14648,2.5,-0.1999999999999993,29.165,28.965,29.061,
,on,12:43,12:53,14649,14670,10.5,0.625,29.015,29.64,29.396,
,off,12:54,12:56,14671,14676,2.5,-0.2010000000000005,29.64,29.439,29.602,
,on,12:57,12:59,14677,14681,2.0,0.5749999999999993,29.315,29.89,29.635,
,off,12:59,13:04,14682,14692,5.0,-0.625,29.865,29.24,29.413,
,on,13:05,13:07,14693,14697,2.0,0.1490000000000009,29.24,29.389,29.325,
,off,13:07,13:18,14698,14719,10.5,-1.8350000000000009,29.389,27.554,28.864,
,on,13:18,13:34,14720,14752,16.0,2.692,27.677,30.369,29.598,
,off,13:35,13:49,14753,14781,14.0,-1.3790000000000013,30.369,28.99,29.665,
,on,13:49,13:53,14782,14789,3.5,0.22500000000000142,28.99,29.215,29.099,
,off,13:53,13:59,14790,14801,5.5,-0.4480000000000004,29.19,28.742,28.982,
,on,13:59,14:07,14802,14818,8.0,0.3979999999999997,28.742,29.14,28.973,
,off,14:08,14:12,14819,14827,4.0,0.02500000000000213,29.115,29.14,29.129,
,on,14:12,14:17,14828,14837,4.5,0.375,29.14,29.515,29.32,
,off,14:17,14:22,14838,14848,5.0,-0.8979999999999997,29.515,28.617,29.1,
,on,14:23,14:35,14849,14873,12.0,1.097999999999999,28.692,29.79,29.399,
,off,14:35,14:42,14874,14887,6.5,-1.8659999999999997,29.815,27.949,29.117,
,on,14:42,14:52,14888,14907,9.5,1.2419999999999973,27.998,29.24,28.918,
,on,14:53,15:01,14909,14925,8.0,0.125,29.24,29.365,29.303,
,off,15:01,15:05,14926,14933,3.5,-0.09999999999999787,29.365,29.265,29.312,
,on,15:05,15:09,14934,14942,4.0,0.3249999999999993,29.265,29.59,29.448,
,off,15:10,15:21,14943,14966,11.5,-0.3249999999999993,29.59,29.265,29.365,
,off,15:24,15:31,14971,14986,7.5,-0.7469999999999999,29.389,28.642,28.864,
,on,15:32,15:38,14987,15000,6.5,0.3730000000000011,28.642,29.015,28.791,
,off,15:39,15:44,15001,15012,5.5,-1.338000000000001,29.065,27.727,28.428,
,on,15:45,16:01,15013,15045,16.0,0.9909999999999997,27.85,28.841,28.597,
,on,16:02,16:06,15048,15056,4.0,0.07499999999999929,28.841,28.916,28.902,
,on,16:07,16:15,15058,15074,8.0,0.9759999999999991,28.965,29.941,29.383,
,off,16:16,16:20,15075,15083,4.0,-0.7759999999999998,29.966,29.19,29.551,
,on,16:20,16:30,15084,15103,9.5,0.8770000000000024,29.24,30.117,29.832,
,off,16:30,16:36,15104,15115,5.5,-1.5740000000000016,30.117,28.543,29.437,
,on,16:36,16:49,15116,15142,13.0,1.7769999999999975,28.617,30.394,29.795,
,off,16:50,17:03,15143,15169,13.0,-2.371000000000002,30.419,28.048,29.417,
,on,17:03,17:10,15170,15184,7.0,1.193999999999999,28.171,29.365,29.013,
,off,17:11,17:17,15185,15197,6.0,-0.02499999999999858,29.365,29.34,29.344,
,on,17:17,17:20,15198,15203,2.5,0.04899999999999949,29.34,29.389,29.369,
,off,17:20,17:26,15204,15215,5.5,-0.3990000000000009,29.389,28.99,29.204,
,on,17:26,17:31,15216,15225,4.5,0.7989999999999995,28.941,29.74,29.362,
,off,17:31,17:35,15226,15233,3.5,-1.370000000000001,29.715,28.345,29.02,
,on,17:35,17:40,15234,15244,5.0,0.6460000000000008,28.444,29.09,28.862,
,off,17:41,17:54,15245,15271,13.0,-1.8550000000000004,29.065,27.21,28.507,
,on,17:54,18:19,15272,15321,24.5,4.026,27.382,31.408,30.28,
,off,18:19,18:23,15322,15330,4.0,-2.0440000000000005,31.433,29.389,30.33,
,on,18:24,18:33,15331,15350,9.5,0.9800000000000004,29.439,30.419,30.113,
,off,18:34,18:40,15351,15364,6.5,-1.850999999999999,30.419,28.568,29.603,
,on,18:41,18:47,15365,15378,6.5,0.8979999999999997,28.667,29.565,29.222,
,off,18:48,19:00,15379,15403,12.0,-0.6240000000000023,29.565,28.941,29.338,
,on,19:00,19:04,15404,15412,4.0,0.125,28.965,29.09,29.048,
,off,19:05,19:12,15413,15428,7.5,0.0,29.115,29.115,29.104,
,on,19:13,19:15,15429,15434,2.5,0.07500000000000284,29.115,29.19,29.152,
,off,19:16,19:21,15435,15446,5.5,-1.2159999999999975,29.165,27.949,28.811,
,on,19:22,19:30,15447,15464,8.5,2.094999999999999,28.097,30.192,29.405,
,off,19:31,19:39,15465,15482,8.5,-2.2680000000000007,30.167,27.899,29.443,
,on,19:40,19:48,15483,15500,8.5,1.8170000000000002,28.023,29.84,29.154,
,off,19:49,19:52,15501,15507,3.0,-0.9489999999999981,29.865,28.916,29.358,
,on,19:52,20:01,15508,15525,8.5,1.2029999999999994,29.04,30.243,29.851,
,off,20:01,20:04,15526,15532,3.0,-1.0030000000000001,30.268,29.265,29.687,
,off,20:06,20:08,15535,15539,2.0,-0.7989999999999995,29.59,28.791,29.2,
,on,20:08,20:14,15540,15551,5.5,1.754999999999999,28.866,30.621,29.856,
,off,20:14,20:17,15552,15557,2.5,-0.6550000000000011,30.646,29.991,30.251,
,off,20:19,20:23,15561,15570,4.5,-0.9030000000000022,30.268,29.365,29.711,
,on,20:24,20:26,15571,15575,2.0,0.2010000000000005,29.439,29.64,29.56,
,off,20:26,21:01,15576,15646,35.0,-1.3199999999999967,29.615,28.295,28.873,
,on,21:02,21:13,15647,15670,11.5,0.22299999999999898,28.295,28.518,28.429,
,off,21:14,21:19,15671,15682,5.5,-0.05000000000000071,28.543,28.493,28.503,
,on,21:20,21:32,15683,15708,12.5,0.19900000000000162,28.493,28.692,28.594,
,off,21:33,21:41,15709,15725,8.0,0.0,28.692,28.692,28.688,
,on,21:41,21:45,15726,15733,3.5,0.05000000000000071,28.692,28.742,28.72,
,off,21:45,22:06,15734,15775,20.5,-0.397000000000002,28.742,28.345,28.576,
,on,22:06,22:10,15776,15783,3.5,0.04899999999999949,28.345,28.394,28.372,
,off,22:10,22:39,15784,15842,29.0,-0.07399999999999807,28.394,28.32,28.396,
,on,22:40,22:51,15843,15866,11.5,0.2729999999999997,28.32,28.593,28.477,
,on,22:52,22:56,15868,15875,3.5,0.04899999999999949,28.593,28.642,28.62,
,off,22:56,23:16,15876,15915,19.5,-0.44599999999999795,28.642,28.196,28.445,
,on,23:16,23:18,15916,15920,2.0,0.0990000000000002,28.196,28.295,28.245,
,off,23:19,23:33,15921,15949,14.0,-0.3210000000000015,28.295,27.974,28.091,
,on,23:33,23:40,15950,15964,7.0,0.39599999999999724,27.949,28.345,28.198,
,off,23:41,23:47,15965,15978,6.5,-0.09999999999999787,28.345,28.245,28.308,
,on,23:48,23:50,15979,15984,2.5,0.14899999999999736,28.245,28.394,28.328,
,off,23:51,00:36,15985,16076,45.5,-0.3460000000000001,28.394,28.048,28.086,
09/24/2017,on,00:37,00:42,16077,16087,5.0,0.17300000000000182,28.048,28.221,28.129,
,off,00:42,01:05,16088,16134,23.0,-0.6910000000000025,28.196,27.505,27.743,
,on,01:06,01:16,16135,16155,10.0,0.4930000000000021,27.505,27.998,27.789,
,off,01:16,01:20,16156,16164,4.0,-0.1479999999999997,27.998,27.85,27.927,
,on,01:21,01:35,16165,16193,14.0,1.0409999999999968,27.85,28.891,28.384,
,off,01:35,02:06,16194,16256,31.0,-0.5459999999999994,28.891,28.345,28.788,
,on,02:07,02:11,16257,16266,4.5,0.05000000000000071,28.369,28.419,28.397,
,off,02:12,02:30,16267,16304,18.5,-0.02500000000000213,28.419,28.394,28.41,
,on,02:31,02:35,16305,16314,4.5,0.05000000000000071,28.394,28.444,28.422,
,on,02:36,02:40,16316,16324,4.0,0.04899999999999949,28.444,28.493,28.471,
,off,02:41,02:48,16325,16339,7.0,-0.19799999999999685,28.493,28.295,28.425,
,on,02:48,02:57,16340,16358,9.0,0.5960000000000001,28.32,28.916,28.608,
,off,02:58,03:00,16359,16364,2.5,-0.07499999999999929,28.916,28.841,28.87,
,on,03:01,03:09,16365,16381,8.0,0.24899999999999878,28.841,29.09,28.983,
,off,03:09,03:50,16382,16463,40.5,-1.4129999999999967,29.115,27.702,28.103,
,on,03:50,04:07,16464,16498,17.0,0.8659999999999997,27.702,28.568,28.254,
,off,04:08,04:12,16499,16507,4.0,-0.02500000000000213,28.568,28.543,28.546,
,on,04:12,04:20,16508,16524,8.0,0.3730000000000011,28.543,28.916,28.691,
,off,04:21,04:47,16525,16578,26.5,-0.47199999999999775,28.891,28.419,28.654,
,on,04:48,04:57,16579,16598,9.5,0.1739999999999995,28.419,28.593,28.507,
,off,04:58,05:25,16599,16654,27.5,0.0,28.593,28.593,28.607,
,on,05:26,05:30,16655,16664,4.5,0.07400000000000162,28.593,28.667,28.635,
,on,05:31,05:35,16666,16673,3.5,0.07499999999999929,28.667,28.742,28.711,
,off,05:35,05:52,16674,16707,16.5,-0.24900000000000233,28.742,28.493,28.654,
,on,05:52,06:06,16708,16736,14.0,0.24900000000000233,28.493,28.742,28.636,
,on,06:09,06:13,16741,16749,4.0,0.04899999999999949,28.742,28.791,28.769,
,on,06:15,06:19,16753,16762,4.5,0.05000000000000071,28.791,28.841,28.818,
,on,06:21,06:34,16765,16791,13.0,0.2989999999999995,28.841,29.14,28.997,
,off,06:34,06:44,16792,16811,9.5,-0.42299999999999827,29.165,28.742,29.004,
,on,06:44,06:47,16812,16817,2.5,0.4740000000000002,28.791,29.265,29.057,
,off,06:47,06:50,16818,16823,2.5,-0.5980000000000025,29.315,28.717,28.929,
,on,06:50,06:55,16824,16834,5.0,0.7479999999999976,28.742,29.49,29.109,
,off,06:56,07:16,16835,16875,20.0,-1.096,29.49,28.394,28.924,
,on,07:16,07:24,16876,16891,7.5,0.27300000000000324,28.394,28.667,28.534,
,off,07:24,07:27,16892,16898,3.0,-1.1380000000000017,28.692,27.554,28.218,
,on,07:28,07:32,16899,16908,4.5,1.1129999999999995,27.653,28.766,28.353,
,off,07:33,07:36,16909,16916,3.5,-1.1869999999999976,28.766,27.579,28.169,
,on,07:37,07:48,16917,16939,11.0,0.9899999999999984,27.702,28.692,28.357,
,off,07:48,07:51,16940,16945,2.5,-0.2480000000000011,28.692,28.444,28.526,
,on,07:51,07:53,16946,16950,2.0,0.07499999999999929,28.468,28.543,28.518,
,off,07:54,07:57,16951,16957,3.0,-0.05000000000000071,28.543,28.493,28.529,
,on,07:57,08:03,16958,16969,5.5,0.2240000000000002,28.493,28.717,28.584,
,off,08:03,08:05,16970,16974,2.0,-0.27300000000000324,28.667,28.394,28.533,
,on,08:06,08:10,16975,16984,4.5,0.6210000000000022,28.444,29.065,28.769,
,off,08:11,08:14,16985,16992,3.5,-1.5109999999999992,29.115,27.604,28.29,
,on,08:15,08:20,16993,17003,5.0,0.990000000000002,27.677,28.667,28.304,
,off,08:20,08:25,17004,17013,4.5,-0.2480000000000011,28.642,28.394,28.513,
,off,08:27,08:30,17018,17024,3.0,-0.6189999999999998,28.518,27.899,28.221,
,on,08:31,08:37,17025,17038,6.5,1.1920000000000002,27.998,29.19,28.751,
,off,08:38,08:43,17039,17049,5.0,-1.3399999999999999,29.165,27.825,28.524,
,off,08:44,08:46,17052,17055,1.5,-0.32099999999999795,28.023,27.702,27.875,
,on,08:46,08:52,17056,17067,5.5,1.2639999999999993,27.677,28.941,28.521,
,on,08:53,08:55,17069,17074,2.5,0.22500000000000142,28.965,29.19,29.086,
,off,08:56,09:15,17075,17113,19.0,-2.664999999999999,29.14,26.475,28.17,
,on,09:15,09:27,17114,17137,11.5,2.093,26.5,28.593,27.943,
,off,09:27,09:30,17138,17144,3.0,-0.10000000000000142,28.593,28.493,28.529,
,on,09:31,09:44,17145,17171,13.0,0.647000000000002,28.493,29.14,28.936,
,off,09:44,09:50,17172,17183,5.5,-1.2409999999999997,29.14,27.899,28.612,
,on,09:50,09:55,17184,17194,5.0,0.34699999999999775,27.998,28.345,28.228,
,on,09:57,10:03,17197,17209,6.0,0.2970000000000006,28.345,28.642,28.49,
,off,10:03,10:05,17210,17214,2.0,-0.2240000000000002,28.692,28.468,28.573,
,on,10:06,10:08,17215,17219,2.0,0.1490000000000009,28.468,28.617,28.572,
,on,10:09,10:16,17222,17235,6.5,0.2240000000000002,28.617,28.841,28.722,
,off,10:16,10:26,17236,17256,10.0,-0.8670000000000009,28.841,27.974,28.554,
,off,10:29,10:32,17261,17267,3.0,-1.0109999999999992,28.27,27.259,27.717,
,on,10:32,10:42,17268,17287,9.5,1.5829999999999984,27.407,28.99,28.464,
,off,10:42,10:47,17288,17298,5.0,-0.2240000000000002,29.04,28.816,28.868,
,on,10:48,10:53,17299,17309,5.0,0.1490000000000009,28.816,28.965,28.864,
,off,10:53,10:56,17310,17316,3.0,-1.4109999999999978,28.99,27.579,28.268,
,on,10:57,11:01,17317,17326,4.5,0.7909999999999968,27.702,28.493,28.253,
,off,11:02,11:10,17327,17343,8.0,-0.6920000000000002,28.493,27.801,28.195,
,on,11:10,11:12,17344,17348,2.0,0.49499999999999744,27.899,28.394,28.181,
,off,11:13,11:15,17349,17353,2.0,-0.24799999999999756,28.345,28.097,28.181,
,on,11:15,11:22,17354,17368,7.0,1.2680000000000007,28.072,29.34,28.646,
,off,11:23,11:27,17369,17377,4.0,-1.7370000000000019,29.414,27.677,28.498,
,on,11:27,11:41,17378,17405,13.5,0.7419999999999973,27.751,28.493,28.347,
,on,11:42,11:46,17408,17415,3.5,0.05000000000000071,28.493,28.543,28.518,
,off,11:46,11:50,17416,17424,4.0,-0.4710000000000001,28.543,28.072,28.303,
,on,11:51,11:53,17425,17430,2.5,0.04999999999999716,28.097,28.147,28.122,
,off,11:54,11:56,17431,17436,2.5,-0.04999999999999716,28.147,28.097,28.126,
,on,11:57,11:59,17437,17442,2.5,0.04899999999999949,28.122,28.171,28.143,
,off,12:00,12:03,17443,17450,3.5,-1.0350000000000001,28.171,27.136,27.736,
,on,12:04,12:14,17451,17471,10.0,1.7059999999999995,27.21,28.916,28.336,
,off,12:14,12:32,17472,17508,18.0,-0.6459999999999972,28.941,28.295,28.49,
,on,12:33,12:36,17509,17516,3.5,0.2729999999999997,28.295,28.568,28.4,
,off,12:37,12:41,17517,17526,4.5,-1.6030000000000015,28.617,27.014,27.755,
,on,12:42,12:48,17527,17539,6.0,1.1089999999999982,27.161,28.27,27.926,
,off,12:48,12:51,17540,17545,2.5,-0.27199999999999847,28.27,27.998,28.15,
,on,12:51,13:00,17546,17564,9.0,1.0429999999999993,28.072,29.115,28.611,
,off,13:01,13:24,17565,17612,23.5,-2.5180000000000007,29.14,26.622,28.018,
,on,13:25,13:33,17613,17630,8.5,1.6990000000000016,26.72,28.419,27.85,
,off,13:34,13:36,17631,17635,2.0,-0.02500000000000213,28.419,28.394,28.424,
,on,13:36,13:52,17636,17668,16.0,0.7459999999999987,28.419,29.165,28.851,
,off,13:53,13:56,17669,17675,3.0,-0.05000000000000071,29.19,29.14,29.158,
,on,13:56,14:07,17676,17697,10.5,0.5,29.14,29.64,29.422,
,off,14:07,14:13,17698,17709,5.5,-2.0120000000000005,29.665,27.653,28.71,
,on,14:13,14:25,17710,17734,12.0,2.6679999999999993,27.751,30.419,29.546,
,off,14:26,14:30,17735,17743,4.0,-1.3539999999999992,30.419,29.065,29.624,
,on,14:30,14:33,17744,17750,3.0,0.24899999999999878,29.14,29.389,29.293,
,off,14:34,14:36,17751,17756,2.5,-0.14999999999999858,29.365,29.215,29.257,
,on,14:37,14:40,17757,17763,3.0,0.10000000000000142,29.215,29.315,29.258,
,on,14:42,14:45,17767,17774,3.5,0.12399999999999878,29.315,29.439,29.371,
,off,14:46,14:57,17775,17798,11.5,-1.811,29.464,27.653,28.73,
,on,14:58,15:05,17799,17813,7.0,1.5889999999999986,27.751,29.34,28.812,
,on,15:06,15:17,17816,17838,11.0,0.3500000000000014,29.29,29.64,29.528,
,off,15:18,15:27,17839,17857,9.0,-0.7989999999999995,29.64,28.841,29.218,
,on,15:27,15:31,17858,17865,3.5,0.4989999999999988,28.866,29.365,29.093,
,off,15:31,15:35,17866,17873,3.5,-1.4649999999999999,29.34,27.875,28.501,
,on,15:35,15:54,17874,17912,19.0,1.6170000000000009,28.048,29.665,29.232,
,off,15:55,16:12,17913,17947,17.0,-2.233999999999998,29.665,27.431,29.283,
,on,16:12,16:27,17948,17977,14.5,1.7100000000000009,27.505,29.215,28.626,
,off,16:27,16:35,17978,17993,7.5,-1.7100000000000009,29.215,27.505,28.748,
,on,16:35,16:41,17994,18005,5.5,1.6360000000000028,27.554,29.19,28.635,
,off,16:41,16:50,18006,18023,8.5,-0.9689999999999976,29.165,28.196,28.763,
,on,16:50,17:08,18024,18059,17.5,0.9199999999999982,28.295,29.215,28.715,
,off,17:08,17:14,18060,18071,5.5,-1.6359999999999992,29.24,27.604,28.518,
,on,17:14,17:19,18072,18081,4.5,1.163999999999998,27.727,28.891,28.42,
,off,17:19,17:21,18082,18086,2.0,-0.0990000000000002,28.841,28.742,28.752,
,on,17:22,17:31,18087,18106,9.5,0.5739999999999981,28.791,29.365,29.079,
,off,17:32,17:37,18107,18118,5.5,-2.2029999999999994,29.389,27.186,28.291,
,on,17:38,17:41,18119,18125,3.0,0.8389999999999986,27.308,28.147,27.808,
,on,17:43,17:58,18130,18159,14.5,0.8679999999999986,28.023,28.891,28.622,
,off,17:58,18:04,18160,18171,5.5,-1.1889999999999965,28.891,27.702,28.501,
,on,18:04,18:09,18172,18181,4.5,0.718,27.825,28.543,28.295,
,off,18:09,18:13,18182,18189,3.5,-1.1610000000000014,28.568,27.407,28.076,
,on,18:13,18:34,18190,18232,21.0,2.1839999999999975,27.481,29.665,29.049,
