CanaryCtrlB68-1.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),
1 (Full),09/22/2017,60,12.25,13.06,-1.239,1.352,28.253,735.0,67,9.33,7.11,1.048,1.347,28.511,625.0,30.5,113.0,13,27.843,1.873,28.394,22.561,31.459,29.003,0.473,29.04,26.965,30.167,28.375,1.528,28.891,22.561,31.459,
2 (Full),09/23/2017,79,8.42,8.36,-0.931,0.768,28.919,665.5,85,7.88,4.66,0.813,0.818,29.133,669.5,179.5,0.0,13,29.265,0.759,29.24,26.72,31.535,28.739,0.748,28.593,27.259,30.646,29.024,0.798,29.04,26.72,31.535,
3 (Full),09/24/2017,72,9.88,11.71,-0.915,0.861,28.603,711.0,81,7.91,4.82,0.764,0.761,28.746,641.0,16.0,3.5,17,28.674,0.622,28.667,26.475,30.419,28.673,0.659,28.617,25.647,30.394,28.673,0.639,28.642,25.647,30.419,
4 (Full),09/25/2017,79,8.63,9.11,-0.845,0.776,29.149,681.5,81,8.23,5.82,0.785,0.765,29.185,667.0,209.5,0.0,11,28.793,0.6,28.841,26.426,30.243,29.6,0.679,29.426,27.21,31.052,29.163,0.754,29.115,26.426,31.052,
5 (Full),09/26/2017,79,9.05,9.43,-0.918,0.926,28.646,715.0,84,7.46,4.5,0.782,0.86,28.637,626.5,204.5,4.5,10,28.362,0.747,28.345,25.404,30.824,28.977,1.125,28.617,26.598,30.95,28.644,0.988,28.444,25.404,30.95,
6 (Full),09/27/2017,77,9.52,11.24,-0.978,0.859,28.119,733.0,89,6.83,4.93,0.784,0.955,28.296,608.0,31.0,1.5,22,28.299,0.781,28.27,25.841,30.318,28.081,0.697,28.072,26.109,30.95,28.199,0.751,28.147,25.841,30.95,
7 (Full),09/28/2017,78,9.36,8.64,-0.996,0.909,28.018,730.0,87,6.74,3.8,0.814,0.83,28.115,586.5,0.0,14.0,17,27.965,0.737,28.097,25.21,29.54,28.183,0.357,28.171,27.063,29.09,28.065,0.604,28.147,25.21,29.54,
8 (Full),09/29/2017,78,9.73,10.66,-1.08,0.867,27.684,759.0,86,6.98,4.39,0.893,0.751,27.74,600.5,0.0,10.0,19,27.621,0.679,27.628,25.234,29.414,27.822,0.406,27.85,26.304,29.29,27.713,0.579,27.776,25.234,29.414,
9 (Full),09/30/2017,86,7.62,7.23,-1.289,1.121,28.138,655.5,101,6.33,3.86,1.054,1.105,28.333,639.5,84.5,17.5,20,28.062,0.903,28.097,24.798,30.444,28.407,1.111,27.998,26.867,30.293,28.22,1.018,28.048,24.798,30.444,
10 (Partial),10/01/2017,53,8.23,8.8,-1.035,1.284,26.781,436.0,54,7.17,4.8,0.95,1.13,27.0,387.0,0.0,98.5,10,26.492,1.427,26.842,20.984,28.369,27.347,0.62,27.518,25.89,28.468,26.895,1.2,27.063,20.984,28.468,
--,ALL DATA,741,9.21,9.88,-1.02,0.976,28.277,6821.5,815,7.42,4.92,0.866,0.939,28.438,6050.5,755.5,262.5,152,28.205,1.167,28.32,20.984,31.535,28.526,0.942,28.419,25.647,31.052,28.352,1.082,28.369,20.984,31.535,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp,
,off,13:22,13:40,23366,23403,18.5,-0.9909999999999997,28.816,27.825,28.255,
,on,13:41,13:43,23404,23408,2.0,0.0990000000000002,27.85,27.949,27.894,
,off,13:43,13:48,23409,23418,4.5,-1.5710000000000015,27.949,26.378,27.202,
,on,13:48,14:00,23419,23442,11.5,1.671999999999997,26.475,28.147,27.682,
,off,14:00,14:19,23443,23480,18.5,-0.22299999999999898,28.147,27.924,28.04,
,off,14:21,14:24,23485,23490,2.5,-1.0340000000000025,28.097,27.063,27.62,
,on,14:24,14:39,23491,23520,14.5,3.535999999999998,27.161,30.697,29.402,
,off,14:39,14:41,23521,23525,2.0,-0.05000000000000071,30.646,30.596,30.611,
,on,14:42,14:44,23526,23531,2.5,0.15200000000000102,30.596,30.748,30.668,
,off,14:45,14:52,23532,23546,7.0,-2.5790000000000006,30.824,28.245,29.59,
,on,14:52,14:58,23547,23558,5.5,0.7960000000000029,28.394,29.19,28.918,
,off,14:58,15:04,23559,23570,5.5,-0.42400000000000304,29.19,28.766,29.057,
,on,15:04,15:10,23571,23583,6.0,0.2740000000000009,28.791,29.065,28.954,
,off,15:11,15:14,23584,23591,3.5,-0.2989999999999995,29.09,28.791,28.903,
,on,15:15,15:22,23592,23607,7.5,0.1490000000000009,28.816,28.965,28.914,
,off,15:23,15:37,23608,23636,14.0,-0.3230000000000004,28.965,28.642,28.914,
,on,15:37,15:39,23637,23641,2.0,0.24899999999999878,28.642,28.891,28.757,
,off,15:40,15:47,23642,23657,7.5,-3.561,28.965,25.404,27.047,
,on,15:48,15:54,23658,23671,6.5,3.264999999999997,25.501,28.766,27.555,
,off,15:55,16:05,23672,23693,10.5,-0.5209999999999972,28.766,28.245,28.593,
,off,16:08,16:11,23698,23704,3.0,-1.3830000000000027,28.667,27.284,27.918,
,on,16:11,16:16,23705,23715,5.0,1.3350000000000009,27.456,28.791,28.359,
,on,16:17,16:22,23717,23726,4.5,0.3990000000000009,28.766,29.165,29.008,
,off,16:22,16:32,23727,23747,10.0,-0.4480000000000004,29.19,28.742,28.877,
,on,16:33,16:35,23748,23753,2.5,0.023999999999997357,28.742,28.766,28.758,
,off,16:36,16:38,23754,23758,2.0,-0.02500000000000213,28.791,28.766,28.776,
,on,16:38,16:43,23759,23769,5.0,0.10000000000000142,28.766,28.866,28.807,
,off,16:44,16:49,23770,23780,5.0,-2.317,28.866,26.549,27.779,
,on,16:49,17:04,23781,23811,15.0,1.971,26.671,28.642,28.155,
,off,17:05,17:09,23812,23821,4.5,-2.2890000000000015,28.667,26.378,27.619,
,on,17:10,17:25,23822,23852,15.0,1.870000000000001,26.549,28.419,27.958,
,off,17:25,17:28,23853,23858,2.5,-0.0990000000000002,28.444,28.345,28.39,
,on,17:28,17:36,23859,23874,7.5,0.397000000000002,28.345,28.742,28.514,
,off,17:36,17:40,23875,23883,4.0,-1.9239999999999995,28.791,26.867,27.822,
,on,17:41,17:59,23884,23920,18.0,1.529,27.014,28.543,28.064,
,off,17:59,18:04,23921,23931,5.0,-0.02499999999999858,28.543,28.518,28.55,
,on,18:05,18:10,23932,23943,5.5,0.347999999999999,28.543,28.891,28.717,
,off,18:11,18:15,23944,23952,4.0,-1.6329999999999991,28.941,27.308,28.198,
,on,18:15,18:27,23953,23976,11.5,1.3839999999999968,27.382,28.766,28.252,
,off,18:27,18:32,23977,23987,5.0,0.02500000000000213,28.766,28.791,28.784,
,on,18:33,18:37,23988,23996,4.0,0.07499999999999929,28.791,28.866,28.827,
,off,18:37,18:41,23997,24005,4.0,-0.3979999999999997,28.866,28.468,28.65,
,off,18:43,18:48,24009,24019,5.0,-2.629999999999999,28.593,25.963,27.3,
,on,18:49,19:00,24020,24042,11.0,2.6060000000000016,26.061,28.667,27.879,
,off,19:00,19:11,24043,24064,10.5,-0.2970000000000006,28.642,28.345,28.511,
,on,19:11,19:14,24065,24070,2.5,0.19900000000000162,28.394,28.593,28.493,
,off,19:14,19:23,24071,24089,9.0,-1.5300000000000011,28.642,27.112,28.019,
,on,19:24,19:28,24090,24099,4.5,0.5660000000000025,27.136,27.702,27.409,
,off,19:29,19:32,24100,24107,3.5,-1.764000000000003,27.751,25.987,26.886,
,on,19:33,19:48,24108,24139,15.5,4.428000000000001,25.89,30.318,28.943,
,off,19:49,19:54,24140,24150,5.0,-1.8490000000000002,30.293,28.444,29.635,
,on,19:54,20:04,24151,24170,9.5,1.2970000000000006,28.543,29.84,29.358,
,off,20:04,20:07,24171,24177,3.0,-1.7929999999999993,29.89,28.097,28.982,
,on,20:08,20:16,24178,24194,8.0,2.099,28.32,30.419,29.614,
,off,20:16,20:20,24195,24203,4.0,-2.5199999999999996,30.444,27.924,29.31,
,on,20:21,20:24,24204,24211,3.5,1.6430000000000007,28.122,29.765,29.051,
,off,20:25,20:29,24212,24220,4.0,-3.117000000000001,29.715,26.598,28.071,
,on,20:29,20:51,24221,24265,22.0,2.221,26.769,28.99,28.343,
,off,20:52,21:10,24266,24303,18.5,-0.04899999999999949,28.99,28.941,28.978,
,on,21:11,21:14,24304,24311,3.5,0.04899999999999949,28.941,28.99,28.968,
,off,21:15,22:04,24312,24411,49.5,-1.189,28.99,27.801,28.549,
,on,22:05,22:07,24412,24416,2.0,0.1479999999999997,27.776,27.924,27.845,
,off,22:07,22:17,24417,24436,9.5,-0.19699999999999918,27.899,27.702,27.775,
,on,22:17,22:26,24437,24455,9.0,0.5680000000000014,27.677,28.245,28.046,
,on,22:29,22:41,24460,24485,12.5,0.14899999999999736,28.245,28.394,28.321,
,off,22:42,22:55,24486,24512,13.0,-0.12399999999999878,28.394,28.27,28.364,
,on,22:55,23:10,24513,24542,14.5,0.2729999999999997,28.27,28.543,28.414,
,off,23:10,23:33,24543,24588,22.5,-0.44599999999999795,28.543,28.097,28.276,
,on,23:33,23:46,24589,24614,12.5,0.3219999999999992,28.097,28.419,28.282,
,off,23:46,23:54,24615,24630,7.5,0.0,28.419,28.419,28.419,
,on,23:54,23:59,24631,24641,5.0,0.07399999999999807,28.419,28.493,28.459,
09/27/2017,off,00:00,00:16,24642,24674,16.0,-0.4209999999999994,28.493,28.072,28.242,
,on,00:16,00:21,24675,24685,5.0,0.07499999999999929,28.072,28.147,28.108,
,off,00:22,00:32,24686,24707,10.5,-0.17299999999999827,28.147,27.974,28.06,
,on,00:33,00:40,24708,24723,7.5,0.14899999999999736,27.998,28.147,28.063,
,off,00:41,00:49,24724,24740,8.0,-0.17299999999999827,28.147,27.974,28.048,
,on,00:49,00:55,24741,24753,6.0,0.0990000000000002,27.998,28.097,28.048,
,off,00:56,01:19,24754,24800,23.0,-0.4690000000000012,28.097,27.628,27.775,
,on,01:19,01:22,24801,24806,2.5,0.04900000000000304,27.653,27.702,27.682,
,off,01:22,01:33,24807,24829,11.0,-0.14800000000000324,27.702,27.554,27.614,
,on,01:34,01:45,24830,24853,11.5,0.3210000000000015,27.554,27.875,27.695,
,off,01:46,01:52,24854,24867,6.5,-0.02499999999999858,27.875,27.85,27.839,
,on,01:53,02:00,24868,24883,7.5,0.0990000000000002,27.85,27.949,27.899,
,off,02:01,02:09,24884,24901,8.5,-0.14800000000000324,27.949,27.801,27.873,
,on,02:10,02:23,24902,24928,13.0,0.4440000000000026,27.801,28.245,27.94,
,off,02:23,02:26,24929,24935,3.0,-0.09800000000000253,28.245,28.147,28.171,
,on,02:27,02:29,24936,24940,2.0,0.04900000000000304,28.147,28.196,28.171,
,off,02:29,02:37,24941,24957,8.0,-0.17299999999999827,28.171,27.998,28.103,
,on,02:38,02:49,24958,24980,11.0,0.2469999999999999,27.998,28.245,28.124,
,off,02:49,02:53,24981,24989,4.0,-0.2220000000000013,28.245,28.023,28.147,
,on,02:54,03:07,24990,25017,13.5,0.3460000000000001,28.048,28.394,28.279,
,off,03:08,03:13,25018,25028,5.0,-0.17299999999999827,28.394,28.221,28.286,
,on,03:13,03:18,25029,25039,5.0,0.12399999999999878,28.221,28.345,28.263,
,off,03:19,03:35,25040,25073,16.5,-0.7169999999999987,28.345,27.628,27.92,
,on,03:36,03:49,25074,25101,13.5,0.9400000000000013,27.653,28.593,28.126,
,off,03:50,03:55,25102,25113,5.5,-0.10000000000000142,28.593,28.493,28.543,
,on,03:56,04:05,25114,25132,9.0,0.3230000000000004,28.493,28.816,28.649,
,off,04:05,04:10,25133,25142,4.5,-0.1739999999999995,28.816,28.642,28.712,
,on,04:10,04:21,25143,25165,11.0,0.2989999999999995,28.642,28.941,28.802,
,off,04:22,04:27,25166,25177,5.5,-0.09999999999999787,28.941,28.841,28.879,
,on,04:28,04:42,25178,25206,14.0,1.6789999999999985,28.841,30.52,29.843,
,off,04:42,05:37,25207,25317,55.0,-3.2860000000000014,30.545,27.259,28.188,
,on,05:38,05:41,25318,25325,3.5,0.22100000000000009,27.235,27.456,27.37,
,off,05:42,05:53,25326,25349,11.5,-0.09799999999999898,27.456,27.358,27.384,
,on,05:54,06:02,25350,25367,8.5,0.3440000000000012,27.358,27.702,27.574,
,off,06:03,06:35,25368,25433,32.5,-1.5680000000000014,27.702,26.134,26.891,
,on,06:36,06:45,25434,25452,9.0,1.3960000000000008,26.134,27.53,26.904,
,off,06:45,06:48,25453,25458,2.5,-0.34399999999999764,27.505,27.161,27.317,
,on,06:48,06:52,25459,25466,3.5,0.34399999999999764,27.161,27.505,27.345,
,off,06:52,06:55,25467,25472,2.5,-0.9559999999999995,27.505,26.549,27.108,
,on,06:55,06:58,25473,25478,2.5,0.7600000000000016,26.671,27.431,27.12,
,on,07:00,07:14,25483,25510,13.5,0.7639999999999993,27.259,28.023,27.778,
,off,07:14,07:27,25511,25537,13.0,-0.3949999999999996,28.023,27.628,27.915,
,on,07:28,07:31,25538,25544,3.0,0.27199999999999847,27.702,27.974,27.832,
,off,07:31,07:34,25545,25551,3.0,-1.2049999999999983,28.023,26.818,27.387,
,on,07:35,07:39,25552,25561,4.5,0.5899999999999999,27.014,27.604,27.414,
,on,07:41,07:48,25564,25578,7.0,0.740000000000002,27.505,28.245,27.947,
,off,07:48,07:57,25579,25596,8.5,-1.7459999999999987,28.221,26.475,27.718,
,on,07:57,08:05,25597,25613,8.0,1.475999999999999,26.671,28.147,27.704,
,off,08:06,08:19,25614,25641,13.5,-1.4269999999999996,28.171,26.744,27.716,
,on,08:20,08:22,25642,25646,2.0,0.14700000000000202,26.769,26.916,26.857,
,on,08:24,08:27,25650,25656,3.0,0.3440000000000012,26.842,27.186,27.01,
,off,08:27,08:30,25657,25662,2.5,-0.9549999999999983,27.235,26.28,26.831,
,on,08:30,08:36,25663,25675,6.0,2.0180000000000007,26.426,28.444,27.7,
,off,08:37,08:40,25676,25682,3.0,-0.37099999999999866,28.394,28.023,28.189,
,on,08:40,08:43,25683,25688,2.5,0.29699999999999704,28.097,28.394,28.258,
,off,08:43,08:48,25689,25698,4.5,-2.5529999999999973,28.394,25.841,26.948,
,on,08:48,09:03,25699,25728,14.5,3.478999999999999,26.061,29.54,28.421,
,off,09:03,09:14,25729,25750,10.5,-2.8210000000000015,29.59,26.769,28.436,
,on,09:14,09:18,25751,25758,3.5,0.9840000000000018,26.965,27.949,27.592,
,on,09:20,09:23,25763,25769,3.0,0.2469999999999999,27.677,27.924,27.839,
,off,09:24,09:30,25770,25783,6.5,-0.49299999999999855,27.875,27.382,27.595,
,on,09:31,09:35,25784,25793,4.5,0.27099999999999724,27.382,27.653,27.554,
,off,09:36,09:40,25794,25803,4.5,-1.6169999999999973,27.653,26.036,26.971,
,on,09:41,09:52,25804,25827,11.5,2.507999999999999,26.134,28.642,27.785,
,off,09:53,10:10,25828,25863,17.5,-2.0440000000000005,28.617,26.573,28.071,
,on,10:11,10:16,25864,25874,5.0,2.0740000000000016,26.842,28.916,28.155,
,off,10:16,10:25,25875,25892,8.5,-0.8929999999999971,28.891,27.998,28.527,
,off,10:27,10:38,25897,25919,11.0,-0.17299999999999827,28.122,27.949,27.989,
,on,10:39,10:44,25920,25930,5.0,0.17299999999999827,27.949,28.122,28.041,
,off,10:44,10:48,25931,25938,3.5,-1.1819999999999986,28.147,26.965,27.589,
,on,10:48,10:53,25939,25949,5.0,0.8869999999999969,27.161,28.048,27.709,
,on,10:56,10:58,25954,25958,2.0,0.0990000000000002,27.998,28.097,28.038,
,off,10:58,11:03,25959,25968,4.5,-0.6159999999999997,28.097,27.481,27.813,
,on,11:03,11:10,25969,25983,7.0,0.8900000000000006,27.554,28.444,28.079,
,off,11:11,11:14,25984,25990,3.0,-1.7980000000000018,28.518,26.72,27.739,
,on,11:14,11:18,25991,25998,3.5,0.8840000000000003,26.867,27.751,27.539,
,on,11:19,11:22,26000,26006,3.0,0.17299999999999827,27.875,28.048,27.977,
,off,11:22,11:29,26007,26021,7.0,-0.17299999999999827,28.048,27.875,27.977,
,on,11:30,11:33,26022,26028,3.0,0.0990000000000002,27.899,27.998,27.949,
,off,11:33,11:40,26029,26043,7.0,-1.841000000000001,28.023,26.182,27.39,
,on,11:41,11:48,26044,26058,7.0,1.916999999999998,26.353,28.27,27.622,
,on,11:49,11:53,26060,26069,4.5,0.09899999999999665,28.295,28.394,28.357,
,off,11:54,11:56,26070,26075,2.5,-0.07399999999999807,28.394,28.32,28.361,
,on,11:57,11:59,26076,26080,2.0,0.0990000000000002,28.345,28.444,28.399,
,on,12:01,12:09,26085,26101,8.0,0.8699999999999974,28.245,29.115,28.786,
,off,12:10,12:22,26102,26126,12.0,-1.314,29.09,27.776,28.271,
,on,12:22,12:25,26127,26132,2.5,0.4690000000000012,27.776,28.245,28.019,
,off,12:25,12:28,26133,26139,3.0,-1.623000000000001,28.245,26.622,27.432,
,on,12:29,12:34,26140,26151,5.5,1.551000000000002,26.744,28.295,27.736,
,off,12:35,12:38,26152,26158,3.0,-0.05000000000000071,28.295,28.245,28.266,
,on,12:38,12:41,26159,26164,2.5,0.07499999999999929,28.245,28.32,28.287,
,off,12:41,12:44,26165,26171,3.0,-0.07499999999999929,28.32,28.245,28.281,
,on,12:45,12:48,26172,26178,3.0,0.14899999999999736,28.245,28.394,28.32,
,off,12:48,13:03,26179,26209,15.0,-1.820999999999998,28.394,26.573,27.846,
,on,13:04,13:11,26210,26224,7.0,1.2050000000000018,26.744,27.949,27.591,
,on,13:12,13:15,26226,26232,3.0,0.19699999999999918,27.974,28.171,28.055,
,on,13:16,13:21,26234,26245,5.5,0.5210000000000008,28.072,28.593,28.343,
,off,13:22,13:31,26246,26264,9.0,-0.5939999999999976,28.543,27.949,28.218,
,off,13:33,13:35,26268,26272,2.0,-0.6910000000000025,28.196,27.505,27.771,
,off,13:37,13:39,26277,26280,1.5,-0.4200000000000017,28.245,27.825,28.01,
,on,13:39,13:47,26281,26297,8.0,0.8919999999999995,27.949,28.841,28.529,
,off,13:48,13:51,26298,26305,3.5,-0.12399999999999878,28.866,28.742,28.785,
,on,13:52,13:54,26306,26311,2.5,0.04899999999999949,28.742,28.791,28.766,
,off,13:55,14:01,26312,26324,6.0,-0.397000000000002,28.791,28.394,28.566,
,on,14:01,14:06,26325,26335,5.0,0.0990000000000002,28.394,28.493,28.435,
,off,14:07,14:11,26336,26344,4.0,-1.9199999999999982,28.493,26.573,27.578,
,on,14:11,14:25,26345,26373,14.0,2.3949999999999996,26.72,29.115,28.43,
,on,14:26,14:31,26375,26384,4.5,0.3739999999999988,29.065,29.439,29.262,
,off,14:31,14:35,26385,26392,3.5,-0.12399999999999878,29.389,29.265,29.315,
,on,14:35,14:49,26393,26421,14.0,0.4250000000000007,29.29,29.715,29.459,
,on,14:51,14:53,26425,26429,2.0,0.14999999999999858,29.69,29.84,29.75,
,off,14:54,14:59,26430,26440,5.0,-1.5450000000000017,29.89,28.345,28.989,
,on,14:59,15:03,26441,26449,4.0,0.34800000000000253,28.394,28.742,28.626,
,off,15:04,15:14,26450,26471,10.5,-1.5809999999999995,28.742,27.161,28.369,
,on,15:15,15:28,26472,26499,13.5,2.2079999999999984,27.407,29.615,28.904,
,off,15:29,15:36,26500,26515,7.5,-1.5180000000000007,29.64,28.122,28.755,
,on,15:37,15:40,26516,26522,3.0,0.37099999999999866,28.122,28.493,28.334,
,on,15:42,15:43,26526,26529,1.5,0.1980000000000004,28.345,28.543,28.45,
,off,15:44,15:48,26530,26539,4.5,-0.6189999999999998,28.543,27.924,28.181,
,on,15:49,15:57,26540,26556,8.0,0.5940000000000012,27.974,28.568,28.41,
,on,15:58,16:04,26558,26570,6.0,0.1739999999999995,28.568,28.742,28.66,
,off,16:04,16:13,26571,26589,9.0,-2.4619999999999997,28.742,26.28,27.981,
,on,16:14,16:32,26590,26627,18.5,2.5879999999999974,26.402,28.99,28.393,
,off,16:33,16:46,26628,26654,13.0,-1.7560000000000002,29.015,27.259,28.603,
,on,16:46,16:56,26655,26674,9.5,2.158999999999999,27.456,29.615,28.894,
,off,16:56,17:04,26675,26691,8.0,-0.5249999999999986,29.615,29.09,29.246,
,on,17:05,17:08,26692,26698,3.0,0.10000000000000142,29.09,29.19,29.14,
,off,17:08,17:14,26699,26711,6.0,-2.495000000000001,29.19,26.695,28.238,
,on,17:15,17:26,26712,26734,11.0,2.3230000000000004,26.867,29.19,28.426,
,off,17:26,17:32,26735,26746,5.5,-1.0180000000000007,29.165,28.147,28.616,
,on,17:32,17:40,26747,26763,8.0,0.49599999999999866,28.196,28.692,28.499,
,off,17:41,17:46,26764,26775,5.5,-1.5310000000000024,28.667,27.136,28.084,
,on,17:47,17:57,26776,26797,10.5,1.8039999999999985,27.161,28.965,28.049,
,off,17:58,18:03,26798,26809,5.5,-0.7689999999999984,28.965,28.196,28.446,
,on,18:04,18:07,26810,26816,3.0,0.05000000000000071,28.245,28.295,28.274,
,off,18:07,18:18,26817,26839,11.0,0.0,28.295,28.295,28.286,
,on,18:19,18:22,26840,26846,3.0,0.04999999999999716,28.295,28.345,28.324,
,off,18:22,18:29,26847,26860,6.5,-0.12399999999999878,28.345,28.221,28.316,
,off,18:31,18:35,26864,26873,4.5,-2.5279999999999987,28.394,25.866,27.152,
,on,18:36,18:48,26874,26898,12.0,4.207999999999998,26.085,30.293,29.03,
,off,18:48,18:59,26899,26920,10.5,-1.600999999999999,30.243,28.642,29.814,
,on,18:59,19:07,26921,26937,8.0,1.024000000000001,28.766,29.79,29.49,
,on,19:08,19:11,26939,26944,2.5,0.07499999999999929,29.79,29.865,29.823,
,off,19:11,19:19,26945,26961,8.0,-2.2609999999999992,29.865,27.604,29.329,
,on,19:20,19:28,26962,26979,8.5,2.442999999999998,27.85,30.293,29.413,
,off,19:29,19:33,26980,26989,4.5,-0.929000000000002,30.318,29.389,29.771,
,on,19:34,19:37,26990,26996,3.0,0.2010000000000005,29.389,29.59,29.475,
,off,19:37,19:41,26997,27005,4.0,-2.4540000000000006,29.59,27.136,28.436,
,on,19:42,19:47,27006,27017,5.5,1.8320000000000007,27.333,29.165,28.437,
,off,19:48,19:50,27018,27023,2.5,-0.5730000000000004,29.19,28.617,28.82,
,on,19:51,19:55,27024,27032,4.0,0.2240000000000002,28.642,28.866,28.777,
,on,19:56,19:58,27035,27039,2.0,0.04999999999999716,28.841,28.891,28.876,
,on,19:59,20:02,27041,27047,3.0,0.02500000000000213,28.891,28.916,28.909,
,off,20:03,20:09,27048,27061,6.5,-2.8069999999999986,28.941,26.134,27.942,
,on,20:10,20:17,27062,27077,7.5,4.6889999999999965,26.109,30.798,29.051,
,off,20:18,20:23,27078,27089,5.5,-2.059000000000001,30.95,28.891,29.861,
,off,20:26,20:30,27094,27103,4.5,-0.870000000000001,29.215,28.345,28.722,
,on,20:31,20:48,27104,27138,17.0,0.4969999999999999,28.394,28.891,28.726,
,off,20:48,21:17,27139,27197,29.0,-0.37299999999999756,28.891,28.518,28.649,
,on,21:18,21:21,27198,27205,3.5,0.05000000000000071,28.518,28.568,28.546,
,off,21:22,22:38,27206,27358,76.0,-0.6189999999999998,28.568,27.949,28.282,
,on,22:38,22:43,27359,27369,5.0,0.44599999999999795,27.998,28.444,28.239,
,off,22:44,23:15,27370,27433,31.5,-1.1350000000000016,28.419,27.284,27.802,
,on,23:16,23:28,27434,27458,12.0,0.22100000000000009,27.284,27.505,27.423,
,off,23:28,23:38,27459,27478,9.5,-0.07399999999999807,27.505,27.431,27.466,
,on,23:38,00:11,27479,27544,32.5,1.0619999999999976,27.431,28.493,28.001,
09/28/2017,off,00:11,00:26,27545,27575,15.0,-0.1479999999999997,28.493,28.345,28.468,
,on,00:27,00:38,27576,27598,11.0,0.1980000000000004,28.345,28.543,28.45,
,on,00:39,00:42,27600,27606,3.0,0.05000000000000071,28.543,28.593,28.572,
,off,00:42,01:19,27607,27680,36.5,-0.6939999999999991,28.593,27.899,28.096,
,on,01:19,01:22,27681,27687,3.0,0.05000000000000071,27.899,27.949,27.924,
,off,01:23,01:25,27688,27692,2.0,-0.12399999999999878,27.974,27.85,27.909,
,on,01:25,01:32,27693,27706,6.5,0.49499999999999744,27.899,28.394,28.217,
,on,01:34,01:46,27710,27734,12.0,0.2480000000000011,28.394,28.642,28.522,
,off,01:46,01:51,27735,27745,5.0,-0.1980000000000004,28.642,28.444,28.525,
,on,01:52,02:01,27746,27765,9.5,0.24899999999999878,28.468,28.717,28.594,
,off,02:02,02:17,27766,27796,15.0,-1.064,28.717,27.653,28.129,
,on,02:17,02:23,27797,27808,5.5,0.272000000000002,27.677,27.949,27.836,
,off,02:23,02:34,27809,27830,10.5,-0.17299999999999827,27.924,27.751,27.866,
,on,02:34,02:45,27831,27853,11.0,0.2220000000000013,27.776,27.998,27.876,
,off,02:46,03:06,27854,27895,20.5,-0.07499999999999929,27.974,27.899,27.921,
,on,03:07,03:12,27896,27906,5.0,0.05000000000000071,27.899,27.949,27.931,
,on,03:13,03:21,27909,27925,8.0,0.2469999999999999,27.949,28.196,28.091,
,off,03:22,03:30,27926,27943,8.5,-0.07400000000000162,28.196,28.122,28.173,
,on,03:31,03:44,27944,27971,13.5,0.1980000000000004,28.122,28.32,28.223,
,off,03:45,03:52,27972,27987,7.5,-0.02499999999999858,28.32,28.295,28.292,
,on,03:53,04:01,27988,28004,8.0,0.12399999999999878,28.295,28.419,28.369,
,off,04:01,04:04,28005,28010,2.5,-0.05000000000000071,28.419,28.369,28.402,
,on,04:04,04:07,28011,28017,3.0,0.05000000000000071,28.394,28.444,28.423,
,off,04:08,04:20,28018,28043,12.5,-0.24799999999999756,28.444,28.196,28.304,
,on,04:21,04:31,28044,28064,10.0,0.17299999999999827,28.196,28.369,28.294,
,off,04:31,04:38,28065,28078,6.5,-0.12399999999999878,28.369,28.245,28.298,
,on,04:38,04:49,28079,28100,10.5,0.347999999999999,28.245,28.593,28.416,
,off,04:49,04:58,28101,28119,9.0,-0.125,28.593,28.468,28.554,
,on,04:59,05:06,28120,28134,7.0,0.24900000000000233,28.493,28.742,28.641,
,off,05:06,05:12,28135,28146,5.5,-0.02500000000000213,28.742,28.717,28.721,
,on,05:12,05:22,28147,28166,9.5,0.2980000000000018,28.717,29.015,28.872,
,off,05:22,06:07,28167,28256,44.5,-1.338000000000001,29.015,27.677,28.15,
,on,06:07,06:13,28257,28268,5.5,0.0990000000000002,27.677,27.776,27.727,
,off,06:13,06:25,28269,28292,11.5,-0.1720000000000006,27.776,27.604,27.671,
,on,06:25,06:40,28293,28322,14.5,1.3120000000000012,27.604,28.916,28.422,
,off,06:40,06:44,28323,28331,4.0,-0.570999999999998,28.891,28.32,28.659,
,off,06:47,06:50,28336,28342,3.0,-1.088000000000001,28.593,27.505,27.826,
,on,06:50,06:58,28343,28358,7.5,0.9890000000000008,27.554,28.543,28.113,
,off,06:58,07:01,28359,28365,3.0,-0.1490000000000009,28.543,28.394,28.451,
,off,07:04,07:28,28370,28419,24.5,-1.846,28.468,26.622,28.075,
